num_rooms,area,age,distance_city_center,price
2,197,32,41,821456
4,99,35,19,226856
2,151,17,47,300694
4,237,2,28,480121
1,274,2,11,815768
4,114,23,28,587250
3,83,13,24,654800
1,157,4,25,687364
2,165,16,35,383771
1,215,7,18,781283
2,258,9,14,914679
4,242,10,40,791450
3,295,37,36,345727
1,196,34,11,667835
2,265,20,37,409885
2,245,20,42,978159
4,201,10,28,539362
4,218,27,28,268121
3,166,7,36,584872
1,154,33,37,878315
4,200,3,42,458290
3,239,39,29,929481
2,80,20,26,680506
1,289,11,7,832549
2,171,30,43,734983
3,111,23,28,984123
4,119,24,28,645885
3,216,4,6,317228
4,118,14,38,908919
3,154,21,39,934866
1,291,30,49,282489
3,107,29,9,311237
4,233,35,39,871439
2,126,17,33,826815
1,189,28,49,156555
1,271,32,7,536181
1,100,12,28,997641
1,162,19,37,105077
4,134,32,45,995239
2,194,16,34,147932
2,175,1,22,777171
1,73,11,18,104571
2,77,10,43,335897
3,203,35,12,748018
1,204,39,9,693159
4,276,38,39,799375
1,63,32,18,355157
3,120,19,40,681641
1,107,1,21,340606
2,249,10,11,687258
3,174,34,42,860922
1,202,25,24,791290
3,128,16,40,701047
4,154,24,19,441992
3,278,37,33,657592
3,180,14,44,834025
1,106,17,38,558632
1,253,26,7,396227
4,147,35,18,851365
4,129,10,5,311757
3,283,38,8,459373
3,51,27,16,419633
2,175,3,47,428226
4,132,15,27,890185
4,173,16,28,707774
4,208,28,28,311822
1,291,33,12,612334
3,88,21,10,392514
3,284,24,48,817662
2,131,39,44,317620
3,60,26,7,111946
1,281,26,15,597148
2,242,1,19,785646
1,102,2,27,375972
1,204,33,25,805837
1,202,26,21,559071
2,281,33,41,979262
1,278,17,18,314153
1,76,19,48,383357
4,171,7,35,748454
1,109,34,18,476107
3,146,7,49,490225
3,81,14,10,895372
2,230,16,18,311800
2,81,18,25,997594
2,208,20,10,636366
3,53,35,34,483554
4,287,28,25,801130
2,205,34,24,161315
2,208,30,37,309473
2,270,10,39,239192
2,196,27,8,136870
2,55,33,30,433733
1,256,26,32,735655
3,71,1,42,431147
3,221,11,29,383657
1,284,34,7,851671
2,151,19,12,778892
2,181,39,19,775857
4,105,27,15,865734
2,133,9,8,846545
3,62,29,25,628992
4,190,2,45,440526
2,147,18,39,250454
3,291,3,28,642429
4,225,8,22,753034
1,167,20,8,519463
4,58,6,47,902925
3,59,19,35,896115
3,86,13,34,827323
1,68,19,33,606868
4,135,23,13,110130
2,144,4,40,263358
1,298,13,31,188491
3,188,29,32,534142
2,214,21,49,121323
1,210,27,25,853583
3,254,35,8,432209
2,183,6,24,333293
1,228,37,33,205236
2,200,23,22,825138
2,254,8,7,345328
4,168,2,24,407658
4,72,17,21,112293
4,173,1,36,156281
2,68,38,45,283113
1,116,10,41,153047
3,237,31,45,217495
3,130,14,11,977337
4,198,2,23,155491
4,91,16,13,320144
4,197,21,18,719186
2,50,11,42,169239
1,169,14,25,241086
4,229,12,28,403547
4,224,15,29,816560
4,211,5,49,573328
3,87,10,23,101139
4,274,24,15,236676
4,93,29,24,108083
2,214,29,38,804577
3,63,2,38,579087
2,119,9,15,844977
3,126,27,13,639315
3,85,37,8,524627
1,134,39,44,817537
2,85,8,6,981157
4,97,11,32,484133
3,261,2,20,270373
2,271,39,33,565067
1,88,7,33,448298
4,58,12,22,205743
4,228,15,46,609659
3,117,21,41,817602
1,117,37,38,419140
1,286,1,43,203803
2,220,36,24,645613
1,251,8,24,350691
4,289,30,34,503892
1,192,23,47,622643
4,235,6,48,517392
3,100,25,36,724792
3,182,29,8,850238
1,152,15,12,421117
1,225,36,29,708047
1,276,9,35,944409
1,59,36,37,120183
4,154,23,47,376238
1,251,7,47,149422
2,277,19,17,593672
3,228,33,28,870562
4,179,22,22,389907
3,254,6,15,659210
2,132,9,38,976557
3,159,3,5,299913
4,140,30,37,540726
3,135,19,43,411641
4,246,33,12,778239
4,84,32,47,913154
1,221,13,46,618767
4,114,25,17,128585
4,53,5,33,655898
4,106,3,31,163592
3,169,5,45,203503
3,227,29,33,778692
2,61,4,11,166224
3,137,34,45,248647
1,180,2,29,256944
3,255,32,19,430193
3,255,19,39,332032
2,77,9,44,498770
3,192,4,11,472421
1,195,13,17,929777
1,265,35,35,544075
3,153,4,15,105436
4,242,12,23,929095
3,135,25,16,915127
2,74,38,43,653475
1,250,11,35,324462
2,283,26,25,840011
3,180,8,25,293220
1,176,22,31,986837
4,102,12,11,792940
4,133,20,8,524585
4,222,12,18,251563
3,241,4,21,121018
3,172,11,24,821714
4,171,35,34,393792
3,70,34,12,472553
1,237,23,17,362591
1,143,12,31,844757
4,135,14,27,399979
4,169,27,21,939128
2,210,34,32,797040
4,221,20,9,921782
3,84,26,21,946738
3,119,20,39,194852
4,272,37,7,236487
1,118,15,27,695455
2,123,28,18,754250
2,183,14,47,117273
3,183,10,24,471436
4,67,5,46,708975
3,61,11,48,177229
4,283,13,6,618485
2,210,18,40,875188
2,115,5,44,654204
2,94,33,11,318894
3,124,12,6,174246
3,129,21,29,572992
4,161,38,48,575197
4,113,9,14,853288
4,58,27,26,408380
2,111,34,18,394615
2,194,9,38,526904
3,298,33,42,864028
3,246,1,37,274438
2,150,3,30,778768
2,174,32,47,419358
1,209,22,7,809969
2,225,26,47,273368
1,142,1,19,414245
2,186,39,14,698427
2,59,16,10,621475
1,249,9,45,252439
1,261,16,47,367916
2,129,20,30,356963
1,215,27,10,588431
2,198,31,11,646515
4,241,39,11,233789
2,228,34,6,748914
1,269,14,9,516317
4,104,29,43,372398
2,141,29,41,483991
1,197,34,36,733771
4,256,24,39,725081
3,273,24,47,735902
2,281,6,45,342348
3,290,14,27,293396
2,108,3,6,601227
1,184,27,22,542763
4,272,10,33,965469
4,190,17,6,660580
3,102,36,8,736792
4,143,12,5,738403
2,210,21,28,733888
1,233,5,30,828611
2,293,18,33,208258
4,72,26,20,423470
2,272,7,27,330284
4,119,32,41,765623
3,283,16,17,608470
3,107,31,44,263729
2,236,36,6,631104
4,251,29,28,107357
4,64,27,48,224867
3,76,37,10,801675
3,246,24,8,588121
3,150,30,11,549631
3,262,21,49,802544
2,235,5,32,111786
1,103,12,16,220473
2,234,36,14,647129
4,108,28,7,336392
1,200,10,25,702528
3,296,37,6,630774
2,165,10,16,952813
2,158,18,47,560452
2,72,17,16,658416
2,125,33,22,254543
2,114,26,6,235842
2,68,21,37,839595
3,82,22,43,711842
2,64,18,33,451866
1,137,38,33,427355
2,104,2,10,399123
3,81,4,44,397783
2,288,17,31,998048
4,115,11,45,623066
2,108,3,19,231353
1,281,38,32,132851
2,116,39,26,279892
3,145,13,15,822449
3,238,14,8,915076
4,222,6,7,873805
1,81,16,9,377956
4,143,1,42,783764
1,283,8,47,585374
1,244,26,14,912578
1,179,35,32,696972
4,185,32,13,183114
3,244,37,18,907285
3,76,38,32,560115
4,110,37,16,551190
4,258,25,39,865755
1,183,11,10,899829
2,206,6,48,701524
1,111,6,15,137298
1,66,16,28,163468
1,83,8,46,409678
1,115,29,5,683010
2,153,28,41,793873
3,133,2,33,168312
3,174,26,42,243665
1,235,35,43,546048
3,221,37,49,303214
2,153,3,19,305736
2,81,5,23,333518
1,268,7,29,335622
1,222,22,27,926959
2,175,1,35,520973
1,161,24,27,927177
3,255,27,9,588067
4,222,14,22,756165
4,285,14,35,786204
3,120,24,47,833062
1,79,12,43,106912
4,171,24,38,101939
2,161,31,19,955289
1,121,6,5,462761
2,212,9,41,469346
4,92,30,34,504376
4,246,9,22,178052
3,232,5,25,661885
2,81,4,38,269695
3,143,7,6,331368
3,281,14,34,779071
2,73,5,30,419845
4,272,29,29,297800
2,96,27,36,108174
2,82,30,10,371852
1,297,12,21,633414
1,101,14,47,985352
1,142,19,33,620705
1,119,21,30,992027
4,133,29,44,818104
1,100,13,48,837293
3,212,5,29,879940
3,260,11,47,941401
1,244,3,34,527415
3,196,24,38,497296
2,260,7,41,568240
1,142,26,43,770081
3,203,10,25,330430
1,280,19,42,370191
2,295,33,41,442547
2,71,37,48,176732
3,116,2,42,949198
3,261,6,45,115112
4,221,2,23,721006
1,100,6,30,640297
4,119,18,12,941526
3,154,25,49,604030
3,56,2,33,646210
1,51,12,36,608531
3,165,37,5,637339
4,171,18,36,115170
4,243,26,7,788589
3,294,24,38,982894
4,216,10,11,572834
4,134,18,48,810106
1,169,21,20,681840
4,253,24,9,161586
4,132,7,23,277295
2,165,37,32,913274
2,108,30,39,371393
2,141,12,32,896078
3,211,10,48,835578
4,239,16,39,661535
2,122,7,10,391334
2,264,10,23,216634
3,194,13,12,871178
4,76,14,24,238743
1,276,32,43,639738
2,66,19,47,333901
1,111,32,22,423317
4,65,14,12,110778
1,87,17,13,830405
3,283,37,35,266089
2,289,20,13,394238
4,109,10,48,944597
2,248,2,34,218658
1,252,21,16,449192
4,224,20,16,824218
3,79,31,19,198064
1,95,38,29,300869
1,248,18,23,903242
2,191,6,43,855058
4,96,12,43,747568
4,76,19,12,721940
3,186,16,46,140364
4,285,22,10,306382
2,246,19,40,146502
1,119,21,7,745608
4,144,25,31,609966
2,57,34,38,728293
3,101,24,49,815840
2,94,17,39,527348
2,125,3,5,758860
2,253,1,43,398364
1,135,20,17,721179
1,62,30,28,531151
4,151,33,43,931133
2,234,11,19,741859
3,218,3,12,124360
3,128,27,49,340188
4,173,35,19,814767
2,208,16,14,825442
3,264,5,15,954047
4,181,7,24,329302
3,247,28,45,396337
1,175,3,16,753147
2,69,21,29,678633
4,114,13,30,399451
4,154,35,6,801265
2,238,33,29,381629
3,239,29,20,965415
4,257,11,37,396933
1,141,24,13,142671
3,108,23,5,454640
2,66,27,48,100786
3,192,8,29,312186
2,261,35,10,570931
2,100,33,33,423493
4,216,9,44,541836
3,167,18,37,733400
1,253,5,36,575345
4,222,7,26,322367
1,291,37,26,639310
2,193,28,13,291562
2,141,22,45,534592
3,230,6,43,104047
3,190,7,20,781675
4,63,7,14,240867
3,247,9,29,773248
2,60,28,25,802678
1,267,30,32,785449
4,171,8,34,238567
4,181,30,43,612321
2,55,1,41,374335
2,79,20,32,247724
3,108,24,48,975679
3,267,27,12,936981
1,218,16,36,241863
3,191,27,37,846677
4,149,36,40,612306
3,120,12,34,931480
3,184,16,7,941933
1,219,22,36,467174
1,87,28,26,991047
3,217,26,20,355099
2,113,28,41,490440
4,171,2,37,919468
3,58,29,41,552052
2,74,5,27,275495
3,242,3,30,276990
4,133,38,19,198265
4,167,18,5,220799
4,187,4,40,560152
2,106,2,45,653785
4,152,34,39,911441
1,104,6,22,912746
3,74,23,39,720007
4,277,20,41,227266
4,255,11,23,179498
1,123,7,25,365327
1,166,1,36,942006
1,61,1,21,554632
3,256,14,18,776525
3,57,26,44,114223
1,202,14,32,586590
1,161,36,28,781304
4,205,31,30,871786
3,147,36,5,312892
1,163,30,22,309709
4,297,24,17,703372
1,287,10,17,659562
4,251,9,30,543810
3,214,2,29,374704
2,195,26,27,883568
2,105,38,42,678552
1,273,38,31,503548
4,289,30,29,287568
2,237,37,30,843822
3,263,15,21,383356
2,161,37,6,701449
3,201,4,19,713841
3,180,2,37,285092
2,143,20,11,102856
4,108,39,13,401723
3,296,23,15,478098
4,70,11,32,121623
2,186,32,19,745763
2,74,24,39,729572
4,211,11,9,912312
3,235,15,17,122186
3,192,25,34,930030
3,93,25,16,153904
3,123,25,22,481962
2,160,37,31,282897
1,260,38,47,258354
4,114,32,37,110053
1,104,19,34,586186
1,122,33,39,301546
2,208,30,33,307643
1,110,16,40,220375
2,125,25,32,738340
4,137,10,23,634624
1,84,27,31,180564
3,148,13,14,617005
2,115,10,14,172645
4,213,7,12,525772
2,183,14,38,860293
4,66,25,19,906147
3,55,21,10,366608
2,288,32,23,552690
3,288,18,21,717925
1,170,33,11,147447
4,233,15,44,568882
3,260,22,32,382260
1,215,22,13,369379
3,251,32,41,119623
4,74,9,35,512001
4,174,37,28,606093
2,128,13,20,173468
4,270,29,15,723478
3,186,3,33,520992
3,93,14,19,935263
3,276,20,8,513450
1,286,37,49,642617
4,66,1,30,292281
4,213,24,38,820753
4,252,12,24,602579
1,276,8,11,464348
2,282,32,29,446944
1,203,14,40,819438
2,225,22,11,501094
1,137,28,15,438600
3,235,8,46,613408
4,286,13,8,544248
1,185,35,41,953203
1,213,34,17,217007
4,286,7,43,825077
4,152,16,46,153792
1,62,1,42,521884
3,64,33,5,685562
3,111,8,24,938665
2,215,29,40,346242
1,278,26,29,463099
2,131,33,35,448613
4,56,29,21,164569
1,287,3,35,199310
3,116,10,47,994237
2,224,22,6,555648
1,298,12,48,924083
1,70,7,15,753180
2,102,3,6,830391
2,276,24,7,121563
2,171,34,27,557332
3,161,4,32,125162
4,288,26,33,499641
2,264,16,34,558622
2,92,27,15,999532
3,202,26,6,186187
1,113,35,24,991863
2,257,12,8,411382
2,195,6,30,856703
4,79,30,6,279046
3,256,2,33,646611
4,290,18,8,939125
4,135,7,16,464217
1,119,20,26,136410
2,200,32,17,545521
2,176,7,38,971955
3,218,10,34,342834
2,203,33,19,442308
4,184,13,49,497776
2,180,38,31,282663
4,254,2,11,283208
3,80,6,38,148462
4,273,9,24,107139
3,237,23,47,574754
2,201,31,33,798978
1,228,22,42,727582
1,179,20,40,631648
2,238,27,40,387299
4,131,31,30,740107
2,110,13,39,693413
4,168,33,19,940020
1,78,2,28,815682
2,142,32,8,125119
2,276,37,18,327408
2,69,6,5,940346
2,168,25,31,788562
1,83,8,33,216997
1,217,22,39,832722
2,268,19,41,944526
3,119,16,5,546992
4,289,3,26,795147
1,247,34,19,371475
2,122,25,20,699623
4,280,1,26,409740
3,271,12,20,966523
3,58,28,8,544314
4,250,27,21,229309
2,297,34,36,248133
3,195,16,34,946130
2,248,2,30,718490
3,234,22,49,303025
4,169,1,22,880201
4,177,6,40,568569
2,241,8,33,809795
1,180,25,5,349962
4,217,28,42,711267
1,248,24,23,398474
3,245,23,37,170348
1,84,29,23,915434
1,230,8,15,515748
4,131,23,11,373479
3,160,34,40,294155
3,100,3,49,372648
1,56,24,42,214789
1,205,25,27,220376
2,55,32,44,732339
1,79,10,25,260675
3,150,5,15,239923
4,184,31,40,176876
1,269,34,32,533534
3,213,19,5,430251
1,123,11,44,465075
4,159,14,14,185523
1,196,8,39,299092
3,247,32,20,220518
3,133,15,23,396299
4,87,33,46,216254
2,60,24,20,851618
4,77,25,16,945040
4,57,34,40,932249
1,180,2,10,309059
1,286,23,33,448262
4,219,17,46,992899
3,284,35,48,361848
3,207,39,36,753923
2,222,6,10,927856
4,83,15,12,460758
4,187,10,12,285857
1,224,39,6,283580
2,258,25,43,950847
2,66,7,8,777841
1,249,11,49,761493
3,251,10,11,163912
4,109,32,6,702561
4,230,35,27,398671
2,120,7,19,914138
2,97,6,46,248203
2,203,35,14,959203
2,84,13,38,412261
1,242,25,47,229260
3,255,32,5,893680
4,218,25,42,710623
3,94,15,26,104590
2,253,9,37,304086
1,154,11,27,313521
2,258,21,23,400743
4,258,33,13,789511
3,233,12,38,664167
2,281,17,39,651005
2,120,16,39,537215
1,260,11,28,915110
4,158,34,49,138185
3,221,39,33,560643
3,82,28,28,535459
2,250,13,6,466440
1,110,35,14,647210
4,123,28,8,990764
3,286,5,38,152248
2,253,5,6,754145
1,77,28,36,342842
3,116,19,40,818170
1,78,14,33,120888
4,229,29,36,308232
1,263,9,41,213842
3,53,30,14,276675
1,283,9,25,949700
4,65,38,23,254483
4,102,26,23,657405
4,229,9,37,348424
4,242,5,9,354158
2,68,33,19,643868
1,223,19,49,668431
2,130,38,36,498113
3,96,10,16,668885
1,168,6,28,906804
3,296,28,22,787039
2,135,16,23,871751
4,104,38,33,832691
2,130,36,44,174651
2,70,34,47,433246
1,260,24,17,694063
2,249,11,21,793244
3,249,21,31,651617
1,84,28,41,604269
1,237,16,44,831506
3,196,2,18,295853
2,56,21,24,897242
2,195,23,30,517232
4,66,11,37,109712
3,266,14,6,238387
3,69,37,45,225975
2,218,38,28,325185
1,214,6,12,352704
4,156,22,14,859771
1,237,33,42,106245
2,148,27,23,503193
1,154,31,36,369623
4,218,9,36,217648
1,291,18,42,487699
4,173,34,40,409691
3,78,8,37,885980
4,61,20,12,939644
1,134,7,47,617976
3,134,12,37,702376
4,64,34,31,268775
1,208,15,11,625230
2,64,15,29,398089
4,163,12,21,519623
4,144,38,23,318682
3,98,38,27,417756
1,282,15,49,738180
1,240,18,23,203395
3,293,3,45,513827
2,200,17,39,917843
3,55,2,40,440033
1,165,33,33,809219
1,101,3,10,296873
4,144,11,44,501793
4,133,19,19,940299
2,136,7,30,732434
3,63,4,31,715971
1,142,30,16,182541
2,227,39,16,541644
3,186,4,29,924499
1,158,24,17,867278
3,149,12,35,292438
3,53,20,12,326840
1,142,29,23,474892
1,118,12,8,538552
4,66,18,49,697705
2,235,13,13,198450
4,176,19,33,512388
1,199,37,9,995168
1,102,37,6,565180
3,93,29,32,403588
1,201,18,45,196192
1,174,20,30,776758
3,163,28,38,829504
1,299,28,20,295194
2,140,30,46,584901
3,99,16,17,648997
4,64,5,23,978019
1,249,31,19,119465
4,288,9,39,884093
1,211,32,29,893941
1,174,38,13,767958
2,134,30,32,943635
4,140,8,31,951872
3,267,1,43,553122
4,97,18,40,153011
4,90,10,36,313233
2,241,21,44,747594
4,52,1,18,580090
3,87,9,39,584894
1,276,16,42,372864
3,108,32,33,298719
1,228,16,36,923806
2,64,32,32,502732
2,257,14,35,141326
1,159,27,49,112404
3,246,24,26,832397
1,143,8,8,776346
3,251,23,29,880986
3,98,34,45,483008
2,156,22,49,230508
4,69,12,25,491154
2,84,34,37,134571
1,280,17,26,326626
1,251,8,36,192988
4,150,29,26,113791
4,58,38,16,873469
4,53,15,49,247708
4,137,35,6,470240
4,205,23,31,177628
3,151,8,29,551380
3,236,7,25,140758
2,227,30,9,729129
3,51,14,43,315470
1,168,20,14,780284
3,297,20,24,119232
1,140,9,14,660393
3,199,7,25,211759
1,247,26,13,869669
1,118,24,26,171353
3,142,1,19,767605
1,60,29,48,131858
3,241,35,11,205788
1,59,9,12,315024
4,262,15,22,152249
2,91,17,42,649525
4,283,37,24,553111
4,92,4,20,480171
4,185,9,27,653126
4,122,36,32,926066
4,161,13,25,172418
3,137,9,41,806370
4,282,24,18,219477
4,91,25,5,308422
2,105,39,9,432125
3,283,5,8,466170
2,124,37,7,693357
1,217,25,14,816866
1,125,38,6,755598
4,178,34,34,953767
2,53,19,45,477539
3,173,34,43,704412
2,260,31,42,602291
4,201,12,28,686319
4,122,8,11,254577
3,67,1,35,167456
1,229,21,29,496982
2,56,8,8,569768
4,230,37,30,810480
3,161,15,44,252799
4,200,33,9,282319
1,92,6,15,316977
2,139,20,49,645398
2,153,28,25,155627
1,187,9,22,893930
3,114,38,6,931524
4,211,21,40,571836
3,283,14,35,445120
3,138,36,17,537079
4,76,29,6,519797
2,229,2,5,418862
3,105,25,36,345830
3,228,19,10,980635
2,254,38,29,812216
3,293,26,45,850900
2,215,8,8,915244
4,202,3,32,104078
1,288,9,10,344324
3,147,25,7,274837
3,177,28,17,631846
2,52,28,21,278783
1,102,6,46,633525
1,197,39,42,467547
4,245,36,45,748630
1,196,29,16,507474
4,157,20,30,344329
4,253,34,26,157570
4,276,27,23,980820
2,240,2,12,294419
4,80,6,24,255477
1,53,20,31,898938
1,144,4,46,956974
2,207,21,44,838228
1,290,12,21,119373
2,221,21,20,774282
2,264,35,38,965999
2,275,32,20,324178
2,284,35,45,573163
1,135,32,10,574650
3,81,30,20,167664
2,118,29,19,463737
1,166,8,20,805120
3,263,34,42,223498
4,235,32,42,424436
4,133,11,6,585628
3,241,11,17,649579
2,127,3,22,399294
4,232,31,13,849215
2,272,13,40,387712
2,105,5,47,568106
4,181,23,28,623556
1,110,19,29,600833
4,268,9,44,195403
1,128,27,31,953134
4,164,38,7,957858
4,188,16,7,409824
1,246,37,14,705702
2,260,1,39,446199
3,139,35,34,735587
4,147,36,22,273147
4,137,9,39,120872
1,241,6,44,815511
3,128,21,15,801845
2,53,4,33,128938
4,188,30,25,745968
1,105,3,14,342691
3,138,24,21,635105
2,147,11,44,924729
1,224,26,39,477736
4,111,17,42,950976
2,61,23,5,130084
4,263,16,33,152135
3,111,18,36,431648
2,212,8,13,613698
1,197,21,12,543341
3,99,26,18,176673
1,113,36,37,846209
4,203,16,30,117671
2,63,14,49,980753
2,121,8,21,572699
3,119,28,41,634043
4,126,29,35,115967
3,165,15,31,248325
1,249,24,23,945709
2,160,39,38,589489
3,280,18,33,635336
2,160,6,31,538879
2,105,8,13,700187
3,68,30,44,283887
4,276,23,12,583927
1,135,39,10,943796
3,90,33,13,840178
1,218,5,46,589556
2,202,38,42,194749
2,88,6,10,409689
4,130,12,16,352752
1,99,24,10,842443
4,70,35,49,156031
4,77,37,49,665575
1,221,26,31,415830
4,241,12,13,615767
2,231,24,44,290595
2,203,25,25,104885
2,215,10,36,902699
4,269,10,18,191593
2,265,5,10,557573
3,110,28,16,510143
4,169,31,10,495686
4,156,37,38,788256
2,87,12,10,674235
2,197,36,35,237565
3,121,17,32,336500
2,77,4,20,944598
3,93,1,10,482298
4,234,23,35,185643
1,139,21,49,527487
4,162,37,11,647916
1,117,21,16,803540
3,243,19,25,912139
4,132,16,5,610470
3,59,30,16,294579
4,143,3,45,183252
3,84,33,48,787591
2,82,32,15,127076
4,134,1,29,324288
3,85,8,40,118529
4,233,35,48,947154
3,157,3,15,447450
2,146,23,21,664809
3,123,32,22,921257
2,119,24,6,616759
2,128,9,33,659702
1,228,39,7,162101
2,167,4,10,104329
1,57,5,49,636662
3,80,8,21,135931
2,59,11,11,660527
4,201,31,9,703654
2,164,23,10,382779
1,262,22,26,265152
2,212,12,28,745634
4,108,37,32,820656
2,64,36,5,402844
2,58,28,9,861573
3,91,2,25,107151
2,175,26,34,354986
3,186,5,45,757145
3,146,22,6,175005
2,277,24,8,742054
3,101,3,12,734793
3,258,32,23,591021
3,50,38,23,450014
1,167,2,29,795337
4,256,37,15,616181
2,239,20,34,497191
2,131,4,23,700912
1,274,1,32,142706
3,221,16,14,589065
1,64,27,18,488908
4,93,2,45,447225
4,278,34,29,939625
1,109,16,49,402714
4,141,22,31,183513
2,148,4,35,612484
1,143,2,6,672238
3,61,21,34,917880
3,219,20,13,379269
4,108,14,32,968128
2,218,34,30,814220
2,193,33,43,840450
2,256,24,22,244104
2,73,27,37,315677
1,206,9,39,932069
2,190,20,14,528328
1,113,4,16,875189
1,123,28,8,111798
2,89,15,13,613165
3,85,24,28,725824
4,61,20,49,113032
4,189,7,44,785486
3,165,15,11,111084
1,108,28,6,222273
2,220,27,40,852614
3,162,16,9,789389
3,115,33,36,617806
1,215,31,48,885169
2,144,32,32,436103
2,248,37,42,888436
3,283,38,26,565253
2,84,23,46,281540
4,53,16,17,712235
3,55,18,36,788423
4,227,8,17,911360
1,82,34,16,755540
3,203,35,22,279852
3,195,7,47,593575
3,182,17,10,702913
4,181,27,16,726027
3,96,19,12,430634
2,139,18,6,353120
2,127,33,18,779686
1,188,13,25,608621
3,62,6,17,910410
3,295,17,37,882683
4,128,16,33,837287
2,175,37,28,756077
1,111,12,42,249637
2,226,30,14,285594
3,225,21,36,334186
2,129,18,28,123216
3,254,29,46,884306
2,237,17,33,831460
4,146,38,16,189430
1,91,22,13,222092
1,264,1,42,897095
1,63,2,41,883270
1,173,32,28,879387
4,237,5,5,760066
2,70,26,20,458306
4,88,16,29,858113
3,64,29,46,356269
3,53,31,41,283122
1,152,5,33,268038
2,143,15,11,145504
1,242,4,17,752505
4,234,10,39,540358
1,72,8,6,843334
2,81,26,34,659039
2,82,39,15,420369
2,62,10,25,108148
3,151,18,8,387963
4,179,7,39,365862
2,253,37,17,415077
3,108,4,23,101335
4,258,5,9,406696
4,53,12,41,423241
1,120,24,32,274620
4,274,2,26,602440
1,111,12,49,552630
1,102,18,20,459410
1,115,3,43,856100
4,144,15,19,125768
1,187,4,29,778509
1,81,13,40,356294
3,290,9,19,448348
3,109,16,22,567738
3,263,23,15,852342
1,243,18,37,639799
2,170,38,20,427042
2,222,23,5,155526
1,57,2,36,273747
3,271,18,27,189245
1,252,28,42,933095
3,259,9,9,622828
3,50,8,12,745224
2,138,35,44,156727
2,293,18,47,206693
2,155,6,8,186759
2,68,36,34,558822
2,57,5,40,544005
2,138,18,34,948174
2,293,6,28,535515
4,215,8,23,830545
3,236,14,39,868658
2,54,18,31,616397
3,191,17,33,441351
3,235,14,32,454383
3,105,27,36,507274
1,147,1,13,907193
2,249,20,39,449942
1,267,26,17,262762
1,164,21,9,238501
4,279,35,28,309637
1,260,21,8,921918
3,51,12,12,461620
2,160,35,11,613109
2,196,26,46,807717
2,264,2,12,910279
3,187,16,30,853477
1,222,29,44,332901
3,165,32,21,499500
4,96,21,9,426207
4,106,39,46,553479
4,61,20,47,169495
2,286,27,30,551087
2,245,16,42,670230
3,215,8,15,527457
4,117,29,6,465833
4,293,30,6,509520
3,53,3,31,385120
3,250,6,31,167533
4,95,16,49,276395
1,164,27,28,412388
1,53,35,10,887375
2,115,39,11,447926
1,208,36,26,100748
2,177,15,21,428730
4,176,39,26,965759
2,134,19,20,392312
1,119,3,27,486969
4,169,8,34,673288
1,245,21,48,570356
4,261,32,17,480228
1,166,24,32,414147
1,247,3,19,415120
1,296,18,27,145317
4,195,5,5,695991
4,126,26,11,819913
2,241,23,29,714685
1,55,22,42,873672
2,285,38,36,259854
3,190,14,36,888051
2,107,31,41,556888
4,251,24,9,941633
1,275,28,6,366641
4,86,13,21,588614
1,109,34,14,950822
3,181,29,28,807623
2,279,1,32,375652
3,102,23,9,157303
1,201,1,9,778152
4,118,14,49,798204
1,284,12,42,436556
2,231,20,36,534428
2,152,1,47,745891
1,117,29,44,460995
3,66,34,46,401195
2,207,38,47,308535
2,96,11,40,876394
4,86,17,32,350973
3,140,21,5,177988
1,236,20,9,430278
3,70,13,43,690507
3,157,11,27,256850
4,284,1,25,741182
4,54,12,27,721261
1,51,8,14,191824
4,293,20,22,106033
3,269,1,32,354441
3,289,2,36,287256
3,215,16,29,370878
3,196,1,31,929127
1,191,31,20,816582
4,84,39,21,880202
4,206,33,35,493640
2,178,3,7,927655
2,78,5,11,480458
2,179,30,39,185753
3,299,10,35,528897
4,58,39,27,937650
1,115,26,25,630386
3,180,31,12,678452
4,58,1,34,652764
1,196,32,37,301224
2,232,32,47,537318
2,272,34,37,686934
3,233,5,29,181474
3,294,17,7,267578
2,86,30,46,270792
3,187,38,42,944285
1,225,37,5,288999
2,78,10,23,449860
2,284,21,11,188590
1,153,6,29,206984
4,172,16,25,229612
4,186,32,26,373128
3,280,9,15,993188
2,63,10,46,947189
4,151,1,44,378227
2,65,19,14,154940
3,214,21,46,356710
4,189,7,9,224924
3,80,36,39,659613
1,229,20,7,472242
4,275,15,29,810992
1,182,14,13,827204
4,225,13,49,916675
1,200,1,16,757371
2,214,37,15,630205
3,296,10,23,465543
2,63,10,10,594912
3,252,12,24,481978
3,111,37,27,698592
1,253,18,21,496923
1,185,21,47,741261
4,194,32,15,746920
2,225,24,14,969380
4,139,33,29,988792
4,239,4,36,463934
1,87,39,30,214848
4,196,37,49,245737
4,80,21,42,156011
3,68,34,26,406253
4,133,26,41,260208
3,290,8,25,768577
1,173,24,48,515915
3,80,7,28,972613
1,78,34,28,815595
2,54,3,9,885911
3,156,5,34,467264
4,219,36,33,295155
2,175,17,34,541549
4,84,27,9,910597
3,279,17,7,793799
4,106,9,46,121005
1,211,24,36,612236
3,209,10,17,121523
1,263,10,40,114775
1,120,24,34,402124
3,298,3,47,344669
4,71,21,42,665702
4,89,11,46,213406
3,243,11,15,363424
4,74,2,17,997100
2,293,30,34,390755
1,75,2,12,300172
4,52,36,27,419594
3,166,11,21,352228
3,166,4,20,986276
